coffee_id,roaster,roast,origin,100g_USD,review
89,Genesis Coffee Lab,Light,Ethiopia,23.37,"Crisply sweet, gently tart. Red plum, dark chocolate, freesia-like flowers, cedar, honey in aroma and cup. Brightly sweet structure with crisp, lively acidity; viscous, satiny mouthfeel. The finish centers around notes of red plum and dark chocolate."
1030,Kakalove Cafe,Medium-Light,Kenya,4.6,"Evaluated as espresso. Rich-toned, deeply sweet-savory. Black currant, dark chocolate, cedar, tamarind, freesia in aroma and small cup. Lively, syrupy mouthfeel; the resonant finish centers around tamarind, dark chocolate and cedar. Balanced and flavor-saturated in three parts milk; dark chocolate and freesia notes particularly amplified. "
24,Bird Rock Coffee Roasters,Medium-Light,Colombia,49.97,"Crisp, tangy, richly sweet-tart-savory. Vanilla yogurt, guava, dark chocolate, sassafras, sandalwood in aroma and cup. Sweetly tart with savory undertones and tangy acidity; very full, syrupy-smooth mouthfeel. The resonant flavor-saturated finish carries forward all of the notes from the cup."
90,Indaba Coffee Roasters,Medium-Light,Ethiopia,6.61,"Delicate, sweetly tart, intricately balanced. Apricot, maple syrup, star jasmine, cedar, almond brittle in aroma and cup. Balanced, sweet-tart structure with high-toned acidity; elegant, silky mouthfeel. The quiet finish consolidates to apricot and almond."
4,Peacock Coffee Roaster,Medium-Light,Kenya,6.4,"High-toned, richly sweet-tart. Black currant, hibiscus flower, fresh-cut cedar, roasted cocoa nib, tamarind in aroma and cup. Richly sweet-tart structure with resonant, lively acidity; very syrupy mouthfeel. The pleasing finish leads with black currant and hibiscus flower in the short, rounding to cocoa nib and cedar in the long."
1184,Black Coffee In Black Jar,Medium-Light,Colombia,32.0,"Crisply sweet, delicately tart. Pomegranate, grapefruit zest, magnolia, elm, maple syrup in aroma and cup. Sweet-tart structure with brisk acidity; satiny-smooth mouthfeel. Rich-toned finish with notes of pomegranate and magnolia in the short and maple syrup in the long."
364,JBC Coffee Roasters,Medium-Light,Costa Rica,5.26,"Cleanly fruit-forward, high-toned. Strawberry guava, lemon verbena, cocoa nib, freesia, myrrh in aroma and cup. Sweet-tart structure with bright, juicy acidity; viscous, syrupy mouthfeel. Resonant, fruit-driven finish with notes of strawberry guava, lemon verbena and cocoa nib far into the long."
1228,Magnolia Coffee,Medium-Light,Ethiopia,6.47,"Tropically fruity, richly chocolaty. Dried blueberry, lychee, chocolate fudge, cedar, wisteria in aroma and cup. Brightly sweet-tart structure with winy acidity; plush, very viscous mouthfeel. Long, resonant, flavor-saturated finish."
614,modcup coffee,Medium-Light,Ethiopia,11.02,"Deep-toned, sweetly savory. Concord grape, hop flowers, grapefruit"
558,Kakalove Cafe,Medium-Light,Ethiopia,3.89,"Delicately rich, crisply sweet. Star jasmine, lemon zest, peach, sandalwood, almond in aroma and cup. Roundly and sweetly tart in structure; lightly silky in mouthfeel. Lemon, peach and sandalwood in particular carry into a long finish, deeply layered finish. "
1012,Metropolis Coffee,Medium-Light,Colombia,3.69,"Crisply cocoa-toned. Baking chocolate, almond nougat, carnation, golden raisin, cedar in aroma and cup. Sweet-toned with brisk acidity; silky-smooth mouthfeel. Nut-toned finish with hints of baking chocolate and golden raisin."
667,States Coffee & Mercantile,Medium-Light,Ethiopia,5.29,"Richly sweet, spice-toned. Star jasmine, mango chutney, sandalwood, cacao nib, pink peppercorn in aroma and cup. Sweet-savory structure with crisp acidity; plush, syrupy mouthfeel. A richly drying finish leads with notes of jasmine and mango, supported by hints of incense-like sandalwood."
593,Kakalove Cafe,Medium-Light,Guatemala,3.54,"Sweet-toned, richly nutty. Cashew butter, date, baker’s chocolate, magnolia, oak in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The richly drying finish consolidates around notes of cashew and magnolia."
1231,Argyle Coffee Roasters,Medium-Light,Costa Rica,5.29,"Evaluated as espresso. Fruit-toned, crisply sweet-tart. Ripe strawberry, dark chocolate, pink grapefruit zest, salted caramel, a hint of grapey spirits (think grappa barrel) in aroma and small cup. Velvety-smooth mouthfeel; resonant, long, fruit-toned finish with a continued  suggestion of grappa barrel. In three parts milk, richly sweet with notes of salted caramel and dark chocolate and a hint of berryish fruit."
688,Kakalove Cafe,Light,Ethiopia,4.81,"Subtly and sweetly rich, deeply savory. Boysenberry, cocoa nib, fine musk, honeysuckle, oak in aroma and cup. Sweet-savory structure with juicy acidity; crisp, syrupy mouthfeel. The finish resonates with layers of perfumy florals."
876,Press Coffee,Medium-Light,Peru,7.64,"Gently fruit-toned, integrated and balanced. Pineapple, almond nougat, redwood, narcissus, marjoram in aroma and cup. Sweetly tart with juicy, high-toned acidity; vibrant, syrupy mouthfeel. The finish centers around notes of pineapple and almond."
833,Temple Coffee Roasters,Medium-Light,Kenya,6.91,"Deeply sweet-savory, intricate, inviting. Black currant, cocoa nib, lemon verbena, fresh-cut oak, Nutella in aroma and cup. Balanced, sweetly tart structure with juicy-bright acidity; plush, satiny mouthfeel. The finish consolidates to lasting black currant and Nutella notes."
103,Dragonfly Coffee Roasters,Medium-Light,Panama,33.07,"Sweetly spice-toned, deeply rich. Bergamot, almond, fresh parsley, gardenia, oak in aroma and cup. Crisply sweet, softly tart in structure; plush, full mouthfeel. The rich, resonant finish carries over all the notes from the cup, a nut-toned bergamot in particular."
491,Buon Caffe,Medium-Light,Ethiopia,4.94,"Crisply sweet and inviting. Caramel, pear, baking chocolate, fir, mustard flower in aroma and cup. Sweet-savory structure with gentle acidity; satiny mouthfeel. Notes of caramel and pear lead the finish, with undertones of baking chocolate."
265,Buon Caffe,Medium-Light,Kenya,4.94,"Sweet-toned, richly aromatic. Red currant, honey, narcissus, cedar, lavender in aroma and cup. Sweetly tart with bright, juicy acidity; syrupy-smooth mouthfeel. The short finish consolidates to notes of red currant and honey, carrying far into the long."
225,Kakalove Cafe,Medium-Light,Kenya,4.6,"Sweetly spice-toned, floral. Wisteria, dark chocolate, black currant, marjoram, pink grapefruit zest in aroma and cup. Sweetly rich, tart structure with vibrant acidity; full, satiny-smooth mouthfeel. Notes of star wisteria and black currant carry the sweet, deep-toned finish."
163,Temple Coffee and Tea,Light,Panama,23.81,"Delicate, deeply sweet, complexly layered. Passionfruit, roasted cacao nib, frankincense, lilac, almond in aroma and cup. Balanced, sweet-tart structure with juicy acidity; crisp, satiny mouthfeel. The richly cocoa-toned finish is redolent of tropical fruit and fragrant aromatic wood."
237,Paradise Roasters,Medium-Light,Indonesia,7.35,"Multi-layered, wide-ranging. Salted caramel, tangerine, lemon-thyme, cedar, magnolia in aroma and cup. Sweet structure with high-toned acidity; plush, syrupy mouthfeel. Resonant finish centers around notes of tangerine and caramel."
970,Mudhouse Coffee Roasters,Medium-Light,Ethiopia,22.05,"Richly sweet-savory, deeply floral-toned. Honeysuckle, bergamot, toffee, myrrh, a hint of fresh coriander in aroma and cup. Balanced, structure (sweet-savory) with citrusy acidity; plump, satiny mouthfeel. The finish consolidates around notes of honeysuckle and myrrh with a hint of toffee in the long."
887,Red Rooster Coffee Roaster,Light,Ethiopia,4.99,"Resonantly fruit-forward, elegant, complex. Honey, dried raspberry, chocolate truffle, aged rum, a hint of marjoram in aroma and cup. Juicy, rich structure with bright, vibrant acidity; full, satiny mouthfeel. A suggestion of sweet marjoram complicates the rich, flavor-saturated finish, which leads with honey and raspberry notes in the short, rounding to chocolate and aged rum in the long."
1080,Red Rooster Coffee Roaster,Light,Ethiopia,6.46,"Delicate, richly aromatic, distinctively high-toned. Bergamot, jasmine, Meyer lemon zest, cocoa nib, praline in aroma and cup. Sweetly tart, floral structure with juicy, balanced acidity; silky, buoyant mouthfeel. Long, juicy, satisfying finish."
1215,Kakalove Cafe,Medium-Light,Guatemala,3.4,"Evaluated as espresso. Very sweet, floral, richly nutty. Black cherry, almond butter, dark chocolate, cedar, tangerine zest in aroma and small cup. Full, syrupy-smooth mouthfeel; chocolaty, nut-driven finish. In three parts milk, dark chocolate and almond butter take center stage, with support from pretty florals and citrus."
1115,Deeper Roots Coffee,Medium,El Salvador,7.35,"Deeply sweet, pungent, with a very slight roasty edge. Cedar, dark chocolate, candied walnut, dried peach, narcissus-like flowers in aroma and cup. Sweetly and roundly brisk in structure; lightly syrupy mouthfeel. Chocolate dominates in the short finish, cedar in the long."
731,Dragonfly Coffee Roasters,Medium-Light,Colombia,3.67,"Crisply sweet, chocolaty. Baking chocolate, raisin, cedar, almond, lily in aroma and cup. Sweet-toned structure with brisk acidity; velvety mouthfeel. Gently drying finish consolidates to notes of chocolate-toned raisin and cedar."
958,Eight O'Clock Coffee,Medium,Colombia,1.49,"Crisply sweet, cocoa-toned. Cocoa powder, scorched fir, raisin, hazelnut, a sweet-sour yogurt-like hint in aroma and cup. Bittersweet structure with pert acidity; smooth mouthfeel. Cocoa-toned finish with undertones of scorched fir and raisin."
481,JBC Coffee Roasters,Medium-Light,Ethiopia,5.51,"Evaluated as espresso. Expressive, confident, lyrical. Lychee, dark chocolate, star jasmine, sandalwood, Meyer lemon in aroma and small cup. Lively, creamy mouthfeel; balanced, floral- and fruit-toned finish. In three parts milk, a liquid dessert: think fine chocolate and tropical fruit."
999,Difference Coffee,,Panama,111.11,"Evaluated as espresso produced as a ristretto 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Delicate, floral-toned. Honeysuckle, white peach, lime zest, cocoa nib, cedar in aroma and small cup. Silky, buoyant mouthfeel. The elegant finish centers around notes of honeysuckle and lime zest, with cocoa nib lingering into the long. Cappuccino-scaled milk further amplifies floral and chocolate tones."
1111,Nostalgia Coffee Roasters,Light,Colombia,35.27,"Multi-faceted, enticingly sweet-savory. Lychee, cardamom, cocoa nib, fennel, star jasmine in aroma and cup. Savory-sweet structure with vibrantly juicy acidity; syrupy-smooth mouthfeel. Rich-toned, very long finish with leading notes of lychee and cardamom."
771,Mr. Espresso,Medium,Rwanda,4.26,"Balanced and bright with a savory, root-vegetable depth. Lemon verbena, ripe orange zest, roasted cacao nib, rhododendron, a hint of brothy cooked root vegetables in aroma and cup. Structure is quietly sweet/tart with a savory edge; the mouthfeel round, syrupy and full. The finish is richly drying, consolidating around cacao nib and a ripe zesty orange."
956,modcup coffee,Medium-Light,Colombia,17.64,"Sweetly fermenty, wine-toned. Lychee, dried raspberry, grappa, dark chocolate fudge, lily in aroma and cup. Sweetly tart structure with crisp, citrusy acidity; delicate, silky-smooth mouthfeel. Finish consolidates to notes of dried raspberry, grappa and dark chocolate."
996,Beanfruit Coffee Co.,Medium-Light,Colombia,4.7,"High-toned sweetness, crisply tart, pleasantly salty-edged. Dried apricot, tamarind, salted chocolate, cedar, magnolia in aroma and cup. Gently low-toned with balanced tart and salty/savory structure; briskly juicy acidity. Full, buttery mouthfeel. Flavor simplifies in the finish, with hints of salted cocoa and dry cedar carrying into the long."
110,Indaba Coffee Roasters,Medium-Light,Ethiopia,4.7,"Energetic, floral, multi-layered, intriguing. Aromatic orchid, red plum, lemon verbena, nougat, sandalwood in aroma and cup. Sweet-toned structure with juicy-bright acidity; plush, syrupy-smooth mouthfeel. The flavor-saturated finish sustains all of the aroma and flavor notes of the cup in harmonious balance. "
928,Hula Daddy Kona Coffee,Medium-Light,Hawai'I,27.76,"Richly aromatic, deeply sweet. Dark chocolate, blackberry, honeysuckle, fresh-cut oak, lemon balm in aroma and cup. Sweet-toned structure with lively acidity; delicately satiny mouthfeel. Rich chocolate and fresh blackberry notes dominate in a flavor-saturated finish."
1126,Kakalove Cafe,Light,Guatemala,10.62,"Elegantly fruit-toned, complex, deeply layered. Lychee, macadamia nut, pink grapefruit zest, cocoa nib, plumeria in aroma and cup. Richly sweet-tart structure with bright, juicy acidity; supple, syrupy mouthfeel. The long, nuanced finish retains all of the flavor and aroma notes from the cup and adds a subtle incense-like note suggesting sandalwood."
161,Dragonfly Coffee Roasters,Medium-Light,Panama,8.82,"Intensely aromatic, richly fruit-driven. Dark chocolate, fermented pomegranate juice, gardenia, sassafras, Meyer lemon zest in aroma and cup. Sweet-savory structure with richly bittersweet, juicy acidity; syrupy-smooth mouthfeel. Chocolaty and floral in the finish with a deliberate hint of ferment."
369,Temple Coffee Roasters,Medium-Light,Ethiopia,5.58,"Evaluated as espresso. Richly fruit-centered, deeply aromatic. Raspberry, dark chocolate, sandalwood, narcissus, lemon verbena in aroma and small cup. Plush, viscous mouthfeel; fruit- and floral-toned finish. In three parts milk, spice-toned sweet florals preside, with support from rich chocolate notes."
869,Klatch Coffee,Medium-Light,Kenya,5.86,"High-toned, crisply sweet. Mango, halvah, fine musk, freesia, dark chocolate in aroma and cup. Sweetly tart structure with bright, juicy acidity; plump, velvety mouthfeel. The lingering, resonant finish carries through on the vivacious, complex promise of the cup."
88,Trident Coffee,Medium,Peru,5.28,"Evaluated as espresso. Chocolaty, roast-rounded. Cocoa powder, date, salted caramel, gardenia, fresh-cut fir in aroma and small cup. Crisp, velvety mouthfeel; sweet, chocolaty and wood-framed finish. In three parts milk, both chocolate and floral notes bloom, with undertones of date and gardenia."
16,Monarch Coffee,Medium-Light,Hawai'I,36.11,"Richly sweet-savory, complex, layered. Dark chocolate, lilac, candycap mushroom, cedar, black cherry in aroma and cup. Sweetly tart structure with bright, juicy acidity; very full, creamy mouthfeel. The resonant finish consolidates to notes of cocoa-toned lilac and black cherry."
